chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
SRNE,2020-12-24,8.0000,call,buy,2020-12-21T17:17:06.615046Z,debit,1.00000,limit,long_call,,0.15000000,1.00000
INTC,2020-12-24,48.5000,call,sell,2020-12-21T17:16:49.105440Z,credit,1.00000,limit,short_call,,0.05000000,1.00000
SRNE,2021-01-15,12.0000,call,buy,2020-12-21T17:16:01.056085Z,debit,1.00000,limit,,short_call,0.20000000,1.00000
INTC,2021-01-15,55.0000,call,buy,2020-12-21T17:15:51.289239Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
TAN,2020-12-24,96.5000,put,sell,2020-12-21T17:14:12.119306Z,credit,1.00000,limit,short_put,,1.20000000,1.00000
NIO,2020-12-24,45.0000,put,sell,2020-12-21T17:12:29.340108Z,credit,1.00000,limit,short_put,,0.53000000,1.00000
HYLN,2020-12-31,19.0000,put,buy,2020-12-18T19:15:50.289191Z,debit,3.00000,limit,,short_put_spread,1.85000000,3.00000
HYLN,2020-12-31,15.0000,put,sell,2020-12-18T19:15:50.289191Z,debit,3.00000,limit,,short_put_spread,1.85000000,3.00000
NIO,2020-12-18,44.0000,call,sell,2020-12-11T18:25:11.333223Z,credit,1.00000,limit,short_call,,1.52000000,1.00000
NIO,2020-12-11,46.0000,call,buy,2020-12-11T18:25:00.932162Z,debit,1.00000,limit,,short_call,0.01000000,1.00000
AAPL,2020-12-18,126.0000,call,sell,2020-12-11T18:24:46.686859Z,credit,1.00000,limit,short_call,,0.60000000,1.00000
AAPL,2020-12-11,126.0000,call,buy,2020-12-11T18:24:26.139928Z,debit,1.00000,limit,,short_call,0.01000000,1.00000
BABA,2020-12-31,255.0000,put,sell,2020-12-07T18:09:34.791340Z,credit,2.00000,limit,short_put_spread,,1.40000000,2.00000
BABA,2020-12-31,250.0000,put,buy,2020-12-07T18:09:34.791340Z,credit,2.00000,limit,short_put_spread,,1.40000000,2.00000
NIO,2020-12-11,46.0000,call,sell,2020-12-07T17:28:41.615348Z,credit,1.00000,limit,short_call,,2.00000000,1.00000
SPY,2020-12-04,361.0000,put,sell,2020-12-04T20:21:51.426720Z,debit,5.00000,limit,,iron_condor,0.03000000,5.00000
SPY,2020-12-04,371.0000,call,buy,2020-12-04T20:21:51.426720Z,debit,5.00000,limit,,iron_condor,0.03000000,5.00000
SPY,2020-12-04,372.0000,call,sell,2020-12-04T20:21:51.426720Z,debit,5.00000,limit,,iron_condor,0.03000000,5.00000
SPY,2020-12-04,362.0000,put,buy,2020-12-04T20:21:51.426720Z,debit,5.00000,limit,,iron_condor,0.03000000,5.00000
WKHS,2020-12-31,14.5000,put,sell,2020-12-03T19:52:59.730155Z,credit,4.00000,limit,,long_put,0.30000000,4.00000
MSFT,2021-01-08,195.0000,put,buy,2020-12-03T19:43:43.556254Z,credit,2.00000,limit,short_put_spread,,0.75000000,2.00000
MSFT,2021-01-08,200.0000,put,sell,2020-12-03T19:43:43.556254Z,credit,2.00000,limit,short_put_spread,,0.75000000,2.00000
WKHS,2020-12-31,16.0000,put,buy,2020-12-03T19:33:30.410459Z,debit,4.00000,limit,,short_put,0.60000000,4.00000
SPY,2020-12-04,362.0000,put,sell,2020-12-03T19:25:05.235809Z,credit,5.00000,limit,iron_condor,,0.12000000,5.00000
SPY,2020-12-04,361.0000,put,buy,2020-12-03T19:25:05.235809Z,credit,5.00000,limit,iron_condor,,0.12000000,5.00000
SPY,2020-12-04,372.0000,call,buy,2020-12-03T19:25:05.235809Z,credit,5.00000,limit,iron_condor,,0.12000000,5.00000
SPY,2020-12-04,371.0000,call,sell,2020-12-03T19:25:05.235809Z,credit,5.00000,limit,iron_condor,,0.12000000,5.00000
AAPL,2020-12-11,126.0000,call,sell,2020-12-03T19:11:51.800120Z,credit,1.00000,limit,short_call,,0.95000000,1.00000
AAPL,2020-12-04,126.0000,call,buy,2020-12-03T19:11:22.162380Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
NIO,2020-12-04,44.0000,put,sell,2020-11-30T17:39:24.411123Z,credit,1.00000,limit,short_put,,0.47000000,1.00000
AAPL,2020-12-04,126.0000,call,sell,2020-11-30T17:37:43.082826Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
WKHS,2020-12-31,27.0000,call,sell,2020-11-27T17:12:39.551231Z,credit,5.00000,limit,short_call,,4.30000000,5.00000
WKHS,2020-11-27,27.0000,call,buy,2020-11-27T16:59:04.319362Z,debit,5.00000,limit,,short_call,0.15000000,5.00000
AAPL,2020-11-27,125.0000,call,sell,2020-11-25T15:54:47.640898Z,credit,1.00000,limit,,long_call,0.01000000,1.00000
INTC,2020-12-31,45.0000,put,buy,2020-11-24T22:05:37.049709Z,debit,3.00000,limit,,short_put_spread,0.20000000,3.00000
INTC,2020-12-31,42.5000,put,sell,2020-11-24T22:05:37.049709Z,debit,3.00000,limit,,short_put_spread,0.20000000,3.00000
AAPL,2020-12-31,110.0000,put,sell,2020-11-24T22:04:28.145734Z,debit,1.00000,limit,,short_put_spread,0.50000000,1.00000
AAPL,2020-12-31,115.0000,put,buy,2020-11-24T22:04:28.145734Z,debit,1.00000,limit,,short_put_spread,0.50000000,1.00000
AAPL,2020-11-27,120.0000,call,sell,2020-11-23T20:47:00.414300Z,credit,1.00000,limit,short_call,,0.11000000,1.00000
INTC,2020-12-31,45.0000,put,sell,2020-11-23T18:19:09.314502Z,credit,2.00000,limit,short_put_spread,,0.62000000,2.00000
INTC,2020-12-31,42.5000,put,buy,2020-11-23T18:19:09.314502Z,credit,2.00000,limit,short_put_spread,,0.62000000,2.00000
INTC,2020-12-31,45.0000,put,sell,2020-11-23T18:18:07.045539Z,credit,1.00000,limit,short_put_spread,,0.62000000,1.00000
INTC,2020-12-31,42.5000,put,buy,2020-11-23T18:18:07.045539Z,credit,1.00000,limit,short_put_spread,,0.62000000,1.00000
HYLN,2020-12-31,15.0000,put,buy,2020-11-23T17:49:13.322404Z,credit,1.00000,limit,short_put_spread,,1.30000000,1.00000
HYLN,2020-12-31,19.0000,put,sell,2020-11-23T17:49:13.322404Z,credit,1.00000,limit,short_put_spread,,1.30000000,1.00000
HYLN,2020-12-31,15.0000,put,buy,2020-11-23T17:49:05.022125Z,credit,1.00000,limit,short_put_spread,,1.30000000,1.00000
HYLN,2020-12-31,19.0000,put,sell,2020-11-23T17:49:05.022125Z,credit,1.00000,limit,short_put_spread,,1.30000000,1.00000
HYLN,2020-12-31,15.0000,put,buy,2020-11-23T17:48:38.046081Z,credit,1.00000,limit,short_put_spread,,1.30000000,1.00000
HYLN,2020-12-31,19.0000,put,sell,2020-11-23T17:48:38.046081Z,credit,1.00000,limit,short_put_spread,,1.30000000,1.00000
NIO,2020-11-27,47.0000,put,sell,2020-11-23T17:33:41.407600Z,credit,1.00000,limit,short_put,,0.46000000,1.00000
HYLN,2020-12-18,45.0000,call,sell,2020-11-23T15:09:16.290161Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
AAPL,2020-11-27,125.0000,call,buy,2020-11-23T15:08:55.805150Z,debit,1.00000,limit,long_call,,0.05000000,1.00000
AAPL,2020-12-31,110.0000,put,buy,2020-11-20T18:17:00.991435Z,credit,1.00000,limit,short_put_spread,,1.46000000,1.00000
AAPL,2020-12-31,115.0000,put,sell,2020-11-20T18:17:00.991435Z,credit,1.00000,limit,short_put_spread,,1.46000000,1.00000
WKHS,2020-11-27,27.0000,call,sell,2020-11-20T15:50:23.810070Z,credit,5.00000,limit,short_call,,0.65000000,5.00000
WKHS,2020-11-20,25.5000,call,buy,2020-11-20T15:49:59.422382Z,debit,5.00000,limit,,short_call,0.10000000,5.00000
NIO,2020-11-20,45.0000,put,sell,2020-11-19T20:36:31.972545Z,credit,1.00000,limit,short_put,,0.20000000,1.00000
NIO,2020-11-20,38.0000,put,buy,2020-11-19T20:35:50.995773Z,debit,1.00000,limit,,short_put,0.04000000,1.00000
WKHS,2020-11-20,26.0000,call,sell,2020-11-18T20:39:30.641392Z,credit,1.00000,limit,,long_call,0.10000000,1.00000
WKHS,2020-11-20,26.0000,call,sell,2020-11-18T19:42:58.793424Z,credit,2.00000,limit,,long_call,0.10000000,2.00000
WKHS,2020-11-20,25.5000,call,buy,2020-11-18T19:28:48.004042Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
WKHS,2020-11-20,26.0000,call,sell,2020-11-18T19:27:36.419820Z,credit,2.00000,limit,,long_call,0.10000000,2.00000
WKHS,2020-11-20,25.5000,call,buy,2020-11-18T19:27:15.872595Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
WKHS,2020-11-20,25.5000,call,buy,2020-11-18T19:27:07.362610Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
WKHS,2020-11-20,25.5000,call,buy,2020-11-18T19:27:01.592351Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
WKHS,2020-11-20,25.5000,call,buy,2020-11-18T19:26:55.604795Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
WKHS,2020-12-31,16.0000,put,sell,2020-11-16T18:56:09.572732Z,credit,1.00000,limit,short_put_spread,,0.50000000,1.00000
WKHS,2020-12-31,14.5000,put,buy,2020-11-16T18:56:09.572732Z,credit,1.00000,limit,short_put_spread,,0.50000000,1.00000
WKHS,2020-12-31,14.5000,put,buy,2020-11-16T18:56:01.489082Z,credit,1.00000,limit,short_put_spread,,0.50000000,1.00000
WKHS,2020-12-31,16.0000,put,sell,2020-11-16T18:56:01.489082Z,credit,1.00000,limit,short_put_spread,,0.50000000,1.00000
WKHS,2020-12-31,16.0000,put,sell,2020-11-16T18:55:26.214564Z,credit,1.00000,limit,short_put_spread,,0.50000000,1.00000
WKHS,2020-12-31,14.5000,put,buy,2020-11-16T18:55:26.214564Z,credit,1.00000,limit,short_put_spread,,0.50000000,1.00000
WKHS,2020-12-31,14.5000,put,buy,2020-11-16T18:54:05.995732Z,credit,1.00000,limit,short_put_spread,,0.55000000,1.00000
WKHS,2020-12-31,16.0000,put,sell,2020-11-16T18:54:05.995732Z,credit,1.00000,limit,short_put_spread,,0.55000000,1.00000
NIO,2020-11-20,38.0000,put,sell,2020-11-16T15:38:56.795075Z,credit,1.00000,limit,short_put,,1.39000000,1.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:38:22.470148Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:37:57.760524Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:37:39.181263Z,credit,2.00000,limit,short_call,,0.10000000,2.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:37:30.401900Z,credit,2.00000,limit,short_call,,0.10000000,2.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:37:23.903078Z,credit,2.00000,limit,short_call,,0.10000000,2.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:37:17.375846Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-20,25.5000,call,sell,2020-11-16T15:36:55.056697Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
AAPL,2020-11-20,126.0000,call,sell,2020-11-16T15:34:10.929819Z,credit,1.00000,limit,short_call,,0.20000000,1.00000
DKNG,2020-11-20,42.0000,call,sell,2020-11-16T15:32:28.897943Z,credit,1.00000,limit,short_call,,1.35000000,1.00000
WKHS,2020-11-20,26.0000,call,buy,2020-11-16T15:31:23.319415Z,debit,5.00000,limit,long_call,,0.10000000,5.00000
DKNG,2020-11-13,40.0000,put,buy,2020-11-13T15:57:41.820473Z,debit,1.00000,limit,,short_put,0.05000000,1.00000
PLUG,2020-11-13,22.0000,put,sell,2020-11-12T17:40:41.269402Z,credit,1.00000,limit,short_put,,0.10000000,1.00000
PLUG,2020-11-13,16.0000,put,buy,2020-11-12T17:39:31.266721Z,debit,1.00000,limit,,short_put,0.01000000,1.00000
DKNG,2020-11-13,40.0000,put,sell,2020-11-12T15:18:11.525993Z,credit,1.00000,limit,short_put,,1.05000000,1.00000
NIO,2020-11-13,36.0000,put,buy,2020-11-12T15:17:03.826766Z,debit,1.00000,limit,,short_put,0.02000000,1.00000
BAC,2020-11-13,27.0000,call,sell,2020-11-09T15:49:47.857394Z,credit,2.00000,limit,short_call,,0.44000000,2.00000
WKHS,2020-11-13,26.0000,call,sell,2020-11-06T18:37:20.116195Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-13,26.0000,call,sell,2020-11-06T18:37:13.022411Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-13,26.5000,call,sell,2020-11-06T18:36:40.727086Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-13,26.0000,call,sell,2020-11-06T18:27:32.077285Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
WKHS,2020-11-13,26.0000,call,sell,2020-11-06T18:26:25.182688Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
NIO,2020-11-13,36.0000,put,sell,2020-11-06T16:19:48.879527Z,credit,1.00000,limit,short_put,,0.57000000,1.00000
PLUG,2020-11-13,16.0000,put,sell,2020-11-06T16:16:10.365505Z,credit,1.00000,limit,short_put,,0.34000000,1.00000
AAPL,2020-11-27,108.0000,put,sell,2020-11-05T20:37:59.718735Z,debit,3.00000,limit,,short_put_spread,0.17000000,3.00000
AAPL,2020-11-27,109.0000,put,buy,2020-11-05T20:37:59.718735Z,debit,3.00000,limit,,short_put_spread,0.17000000,3.00000
AAPL,2020-11-27,106.0000,put,sell,2020-11-05T20:37:37.854594Z,debit,1.00000,limit,,short_put_spread,0.58000000,1.00000
AAPL,2020-11-27,110.0000,put,buy,2020-11-05T20:37:37.854594Z,debit,1.00000,limit,,short_put_spread,0.58000000,1.00000
AAPL,2020-11-27,106.0000,put,sell,2020-11-05T20:37:29.880436Z,debit,1.00000,limit,,short_put_spread,0.58000000,1.00000
AAPL,2020-11-27,110.0000,put,buy,2020-11-05T20:37:29.880436Z,debit,1.00000,limit,,short_put_spread,0.58000000,1.00000
AAPL,2020-11-13,126.0000,call,sell,2020-11-05T16:01:55.647887Z,credit,1.00000,limit,short_call,,0.51000000,1.00000
AAPL,2020-11-06,120.0000,call,buy,2020-11-04T16:35:40.412565Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
WKHS,2020-11-06,21.0000,call,buy,2020-11-04T16:35:28.836398Z,debit,5.00000,limit,,short_call,0.10000000,5.00000
WKHS,2020-11-06,21.0000,call,sell,2020-11-02T14:32:36.413640Z,credit,5.00000,limit,short_call,,0.10000000,5.00000
MSFT,2020-10-30,200.0000,put,buy,2020-10-30T17:51:51.021245Z,debit,1.00000,limit,,short_put_spread,0.40000000,1.00000
MSFT,2020-10-30,197.5000,put,sell,2020-10-30T17:51:51.021245Z,debit,1.00000,limit,,short_put_spread,0.40000000,1.00000
AAPL,2020-11-06,120.0000,call,sell,2020-10-30T15:44:09.650061Z,credit,1.00000,limit,short_call,,0.37000000,1.00000
AAPL,2020-10-30,127.0000,call,buy,2020-10-30T15:43:48.418890Z,debit,1.00000,limit,,short_call,0.01000000,1.00000
BAC,2020-11-06,24.5000,call,sell,2020-10-30T15:42:32.307051Z,credit,2.00000,limit,short_call,,0.32000000,2.00000
BAC,2020-10-30,24.5000,call,buy,2020-10-30T15:42:02.696593Z,debit,2.00000,limit,,short_call,0.01000000,2.00000
MSFT,2020-10-30,200.0000,put,sell,2020-10-26T14:54:24.171474Z,credit,1.00000,limit,short_put_spread,,0.26000000,1.00000
MSFT,2020-10-30,197.5000,put,buy,2020-10-26T14:54:24.171474Z,credit,1.00000,limit,short_put_spread,,0.26000000,1.00000
INTC,2021-01-15,55.0000,call,sell,2020-10-26T14:52:53.829441Z,credit,1.00000,limit,short_call,,0.45000000,1.00000
SRNE,2021-01-15,12.0000,call,sell,2020-10-26T14:31:23.144562Z,credit,1.00000,limit,short_call,,1.30000000,1.00000
BAC,2020-10-30,24.5000,call,sell,2020-10-26T14:30:02.914912Z,credit,1.00000,limit,short_call,,0.30000000,1.00000
BAC,2020-10-30,24.5000,call,sell,2020-10-26T14:28:22.020766Z,credit,1.00000,limit,short_call,,0.31000000,1.00000
AAPL,2020-10-30,127.0000,call,sell,2020-10-26T14:24:45.198364Z,credit,1.00000,limit,short_call,,0.52000000,1.00000
WKHS,2020-10-30,27.0000,call,sell,2020-10-26T14:23:48.033248Z,credit,5.00000,limit,short_call,,0.05000000,5.00000
AAPL,2020-11-27,109.0000,put,sell,2020-10-23T15:01:43.736588Z,credit,3.00000,limit,short_put_spread,,0.31000000,3.00000
AAPL,2020-11-27,108.0000,put,buy,2020-10-23T15:01:43.736588Z,credit,3.00000,limit,short_put_spread,,0.31000000,3.00000
AAPL,2020-11-27,106.0000,put,buy,2020-10-23T14:59:52.248829Z,credit,2.00000,limit,short_put_spread,,1.30000000,2.00000
AAPL,2020-11-27,110.0000,put,sell,2020-10-23T14:59:52.248829Z,credit,2.00000,limit,short_put_spread,,1.30000000,2.00000
HYLN,2020-11-20,45.0000,call,sell,2020-10-20T14:13:17.733484Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
INTC,2020-10-23,55.0000,call,sell,2020-10-19T13:49:13.726827Z,credit,1.00000,limit,short_call,,1.27000000,1.00000
WKHS,2020-10-23,27.0000,call,sell,2020-10-19T13:43:02.530371Z,credit,5.00000,limit,short_call,,0.20000000,5.00000
SRNE,2020-10-23,11.5000,call,sell,2020-10-19T13:39:46.586879Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
TWTR,2020-10-23,48.5000,call,sell,2020-10-19T13:39:25.970273Z,credit,1.00000,limit,short_call,,0.25000000,1.00000
AAPL,2020-10-16,115.0000,put,buy,2020-10-16T15:31:13.769204Z,debit,6.00000,limit,,short_put_spread,0.02000000,6.00000
AAPL,2020-10-16,114.0000,put,sell,2020-10-16T15:31:13.769204Z,debit,6.00000,limit,,short_put_spread,0.02000000,6.00000
AAPL,2020-10-23,127.0000,call,sell,2020-10-15T14:50:12.909832Z,credit,1.00000,limit,short_call,,0.75000000,1.00000
AAPL,2020-10-16,126.2500,call,buy,2020-10-15T14:49:30.861864Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
AAPL,2020-10-16,114.0000,put,buy,2020-10-12T14:34:15.498064Z,credit,6.00000,limit,short_put_spread,,0.12000000,6.00000
AAPL,2020-10-16,115.0000,put,sell,2020-10-12T14:34:15.498064Z,credit,6.00000,limit,short_put_spread,,0.12000000,6.00000
HYLN,2020-10-16,43.0000,call,sell,2020-10-12T14:06:25.861209Z,credit,1.00000,limit,short_call,,0.05000000,1.00000
TWTR,2020-10-16,48.5000,call,sell,2020-10-12T14:03:08.090663Z,credit,1.00000,limit,short_call,,0.90000000,1.00000
SRNE,2020-10-16,11.5000,call,sell,2020-10-12T13:49:20.640613Z,credit,1.00000,limit,short_call,,0.60000000,1.00000
AAPL,2020-10-16,110.0000,put,buy,2020-10-12T13:45:40.385375Z,debit,1.00000,limit,,short_put_spread,0.05000000,1.00000
AAPL,2020-10-16,109.0000,put,sell,2020-10-12T13:45:40.385375Z,debit,1.00000,limit,,short_put_spread,0.05000000,1.00000
AAPL,2020-10-16,109.0000,put,sell,2020-10-12T13:44:56.410047Z,debit,1.00000,limit,,short_put_spread,0.05000000,1.00000
AAPL,2020-10-16,110.0000,put,buy,2020-10-12T13:44:56.410047Z,debit,1.00000,limit,,short_put_spread,0.05000000,1.00000
AAPL,2020-10-16,109.0000,put,sell,2020-10-12T13:43:54.493946Z,debit,10.00000,limit,,short_put_spread,0.05000000,10.00000
AAPL,2020-10-16,110.0000,put,buy,2020-10-12T13:43:54.493946Z,debit,10.00000,limit,,short_put_spread,0.05000000,10.00000
SPY,2020-10-12,328.0000,put,sell,2020-10-12T13:43:14.352681Z,debit,1.00000,limit,,iron_condor,0.33000000,1.00000
SPY,2020-10-12,350.0000,call,buy,2020-10-12T13:43:14.352681Z,debit,1.00000,limit,,iron_condor,0.33000000,1.00000
SPY,2020-10-12,329.0000,put,buy,2020-10-12T13:43:14.352681Z,debit,1.00000,limit,,iron_condor,0.33000000,1.00000
SPY,2020-10-12,351.0000,call,sell,2020-10-12T13:43:14.352681Z,debit,1.00000,limit,,iron_condor,0.33000000,1.00000
AAPL,2020-10-16,110.0000,put,buy,2020-10-12T13:42:09.565759Z,debit,1.00000,limit,,short_put_spread,0.05000000,1.00000
AAPL,2020-10-16,109.0000,put,sell,2020-10-12T13:42:09.565759Z,debit,1.00000,limit,,short_put_spread,0.05000000,1.00000
SPY,2020-10-12,351.0000,call,sell,2020-10-12T13:40:45.883576Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,329.0000,put,buy,2020-10-12T13:40:45.883576Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,350.0000,call,buy,2020-10-12T13:40:45.883576Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,328.0000,put,sell,2020-10-12T13:40:45.883576Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,328.0000,put,sell,2020-10-12T13:39:51.217138Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,350.0000,call,buy,2020-10-12T13:39:51.217138Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,329.0000,put,buy,2020-10-12T13:39:51.217138Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,351.0000,call,sell,2020-10-12T13:39:51.217138Z,debit,1.00000,limit,,iron_condor,0.37000000,1.00000
SPY,2020-10-12,329.0000,put,buy,2020-10-12T13:39:19.354699Z,debit,1.00000,limit,,iron_condor,0.38000000,1.00000
SPY,2020-10-12,351.0000,call,sell,2020-10-12T13:39:19.354699Z,debit,1.00000,limit,,iron_condor,0.38000000,1.00000
SPY,2020-10-12,328.0000,put,sell,2020-10-12T13:39:19.354699Z,debit,1.00000,limit,,iron_condor,0.38000000,1.00000
SPY,2020-10-12,350.0000,call,buy,2020-10-12T13:39:19.354699Z,debit,1.00000,limit,,iron_condor,0.38000000,1.00000
SPY,2020-10-12,351.0000,call,sell,2020-10-12T13:39:01.589247Z,debit,1.00000,limit,,iron_condor,0.36000000,1.00000
SPY,2020-10-12,329.0000,put,buy,2020-10-12T13:39:01.589247Z,debit,1.00000,limit,,iron_condor,0.36000000,1.00000
SPY,2020-10-12,350.0000,call,buy,2020-10-12T13:39:01.589247Z,debit,1.00000,limit,,iron_condor,0.36000000,1.00000
SPY,2020-10-12,328.0000,put,sell,2020-10-12T13:39:01.589247Z,debit,1.00000,limit,,iron_condor,0.36000000,1.00000
WKHS,2020-10-16,28.0000,put,sell,2020-10-12T13:32:39.276799Z,credit,1.00000,limit,short_put,,1.95000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:12:01.735106Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:12:01.735106Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:10:35.851506Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:10:35.851506Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
NIO,2020-10-16,23.0000,call,sell,2020-10-09T15:07:06.624754Z,credit,1.00000,limit,short_call,,0.40000000,1.00000
NIO,2020-10-09,23.0000,call,buy,2020-10-09T15:06:44.048906Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:06:07.794873Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:06:07.794873Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:05:42.764996Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:05:42.764996Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:05:31.740257Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:05:31.740257Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:05:23.454226Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:05:23.454226Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T15:02:04.714091Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T15:02:04.714091Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T14:59:37.675533Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T14:59:37.675533Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T14:55:45.663383Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T14:55:45.663383Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T14:53:57.652814Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T14:53:57.652814Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T14:53:21.969364Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T14:53:21.969364Z,credit,1.00000,limit,short_put_spread,,0.14000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T14:50:10.430290Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T14:50:10.430290Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,109.0000,put,buy,2020-10-09T14:49:45.250274Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
AAPL,2020-10-16,110.0000,put,sell,2020-10-09T14:49:45.250274Z,credit,1.00000,limit,short_put_spread,,0.15000000,1.00000
WKHS,2020-10-16,27.0000,call,sell,2020-10-08T19:03:52.077917Z,credit,4.00000,limit,short_call,,0.60000000,4.00000
WKHS,2020-10-09,27.0000,call,buy,2020-10-08T19:02:49.903298Z,debit,4.00000,limit,,short_call,0.05000000,4.00000
SPY,2020-10-12,328.0000,put,buy,2020-10-08T17:38:28.729602Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-10-12,329.0000,put,sell,2020-10-08T17:38:28.729602Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-10-12,350.0000,call,sell,2020-10-08T17:38:28.729602Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-10-12,351.0000,call,buy,2020-10-08T17:38:28.729602Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-10-12,329.0000,put,sell,2020-10-08T17:37:46.455001Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
