chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
SPY,2020-09-23,322.0000,put,sell,2020-09-23T19:00:29.316323Z,debit,1.00000,limit,,iron_condor,0.24000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T19:00:13.293304Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:59:51.198830Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:58.899865Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:47.597197Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:37.085480Z,debit,1.00000,limit,,iron_condor,0.27000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:58:14.059168Z,debit,1.00000,limit,,iron_condor,0.25000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:57:57.086814Z,debit,1.00000,limit,,iron_condor,0.28000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:57:17.039934Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:57:17.039934Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:57:17.039934Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:57:17.039934Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:56:42.133580Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:56:42.133580Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:56:42.133580Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:56:42.133580Z,debit,1.00000,limit,,iron_condor,0.26000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:56:31.330032Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:56:31.330032Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:56:31.330032Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:56:31.330032Z,debit,1.00000,limit,,iron_condor,0.23000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:56:14.869769Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:56:14.869769Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:56:14.869769Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:56:14.869769Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,322.0000,put,sell,2020-09-23T18:54:53.277988Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,323.0000,put,buy,2020-09-23T18:54:53.277988Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,336.0000,call,buy,2020-09-23T18:54:53.277988Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
SPY,2020-09-23,337.0000,call,sell,2020-09-23T18:54:53.277988Z,debit,1.00000,limit,,iron_condor,0.22000000,1.00000
JPM,2020-09-25,96.5000,put,sell,2020-09-23T15:12:09.339563Z,debit,1.00000,limit,,short_put_spread,0.42000000,1.00000
JPM,2020-09-25,97.0000,put,buy,2020-09-23T15:12:09.339563Z,debit,1.00000,limit,,short_put_spread,0.42000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:42:57.903027Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:42:57.903027Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:42:57.903027Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:42:57.903027Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:42:41.693004Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:42:41.693004Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:42:41.693004Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:42:41.693004Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:42:28.126767Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:42:28.126767Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:42:28.126767Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:42:28.126767Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:41:35.677354Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:41:35.677354Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:41:35.677354Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:41:35.677354Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:41:22.693031Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:41:22.693031Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:41:22.693031Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:41:22.693031Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:41:10.208826Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:41:10.208826Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:41:10.208826Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:41:10.208826Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:40:51.235463Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:40:51.235463Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:40:51.235463Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:40:51.235463Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:40:21.557233Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:40:21.557233Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:40:21.557233Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:40:21.557233Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:40:07.768199Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:40:07.768199Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:40:07.768199Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:40:07.768199Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:39:52.425839Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:39:52.425839Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:39:52.425839Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:39:52.425839Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:38:46.262231Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:38:46.262231Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:38:46.262231Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:38:46.262231Z,credit,1.00000,limit,iron_condor,,0.09000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:34:42.432279Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:34:42.432279Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:34:42.432279Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:34:42.432279Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:34:36.186735Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:34:36.186735Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:34:36.186735Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:34:36.186735Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,322.0000,put,buy,2020-09-22T19:34:24.112533Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,323.0000,put,sell,2020-09-22T19:34:24.112533Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,336.0000,call,sell,2020-09-22T19:34:24.112533Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,337.0000,call,buy,2020-09-22T19:34:24.112533Z,credit,1.00000,limit,iron_condor,,0.10000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T16:04:32.970035Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T16:04:32.970035Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T16:04:24.675765Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T16:04:24.675765Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T16:04:16.724049Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T16:04:16.724049Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T16:04:09.498697Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T16:04:09.498697Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T16:04:00.818852Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T16:04:00.818852Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T16:03:51.000036Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T16:03:51.000036Z,debit,1.00000,limit,,short_put_spread,0.01000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:54:29.780551Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:54:29.780551Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:54:21.152904Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:54:21.152904Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:54:12.428368Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:54:12.428368Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:54:03.500548Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:54:03.500548Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:53:54.081134Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:53:54.081134Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:53:34.325951Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:53:34.325951Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,315.0000,put,buy,2020-09-22T13:49:09.094007Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,sell,2020-09-22T13:49:09.094007Z,debit,1.00000,limit,,short_put_spread,0.02000000,1.00000
SPY,2020-09-23,314.0000,put,buy,2020-09-21T16:11:12.801992Z,credit,10.00000,limit,short_put_spread,,0.11000000,10.00000
